Date,Time,Exercise,# of Reps,Weight,Notes
3/15/2023,14:06,Dips,12,150,
3/15/2023,14:06,Dips,12,150,
3/15/2023,14:06,Dips,10,165,
3/15/2023,14:06,Dips,10,165,
3/15/2023,14:06,Dips,8,180,
3/15/2023,14:06,Dips,9,180,
3/15/2023,14:06,Dips,8,195,
3/15/2023,14:06,Dips,8,195,
3/15/2023,14:06,Dips,7,205,
3/15/2023,14:06,Dips,3,205,
3/15/2023,13:59,Shoulder Shrug,15,70,
3/15/2023,13:59,Shoulder Shrug,15,70,
3/15/2023,13:59,Shoulder Shrug,10,110,
3/15/2023,13:59,Shoulder Shrug,10,110,
3/15/2023,13:59,Shoulder Shrug,10,130,
3/15/2023,13:59,Shoulder Shrug,10,130,
3/15/2023,13:59,Shoulder Shrug,10,150,
3/15/2023,13:59,Shoulder Shrug,10,150,
3/15/2023,13:59,Shoulder Shrug,8,170,
3/15/2023,13:59,Shoulder Shrug,8,170,
3/15/2023,13:41,Triceps Extension,10,57.5,
3/15/2023,13:41,Triceps Extension,10,57.5,
3/15/2023,13:41,Triceps Extension,12,57.5,
3/15/2023,13:41,Triceps Extension,12,65,
3/15/2023,13:41,Triceps Extension,15,65,
3/15/2023,13:41,Triceps Extension,12,65,
3/15/2023,13:41,Triceps Extension,12,65,
3/15/2023,13:41,Triceps Extension,7,72.5,
3/15/2023,13:41,Triceps Extension,8,65,
3/15/2023,13:41,Triceps Extension,8,65,
3/14/2023,12:02,Flyes,10,130,
3/14/2023,12:02,Flyes,10,130,
3/14/2023,12:02,Flyes,10,130,
3/14/2023,12:02,Flyes,10,130,
3/14/2023,12:02,Flyes,8,160,
3/14/2023,12:02,Flyes,10,160,
3/14/2023,12:02,Flyes,7,160,
3/14/2023,11:50,Leg Extension,10,100,
3/14/2023,11:50,Leg Extension,12,100,
3/14/2023,11:50,Leg Extension,12,115,
3/14/2023,11:50,Leg Extension,15,115,
3/14/2023,11:50,Leg Extension,15,130,
3/14/2023,11:50,Leg Extension,15,145,
3/14/2023,11:50,Leg Extension,14,160,
3/14/2023,11:50,Leg Extension,12,175,
3/14/2023,11:50,Leg Extension,11,190,
3/14/2023,11:31,Leg Curl,15,100,
3/14/2023,11:31,Leg Curl,15,100,
3/14/2023,11:31,Leg Curl,12,100,
3/14/2023,11:31,Leg Curl,12,130,
3/14/2023,11:31,Leg Curl,12,145,
3/14/2023,11:31,Leg Curl,10,160,
3/14/2023,11:31,Leg Curl,12,160,
3/14/2023,11:31,Leg Curl,10,175,
3/14/2023,11:31,Leg Curl,10,175,
3/14/2023,11:31,Leg Curl,8,190,
3/14/2023,11:31,Leg Curl,7,190,
3/14/2023,11:31,Leg Curl,9,190,
3/14/2023,11:10,Seated Calf Raise,15,235,
3/14/2023,11:10,Seated Calf Raise,15,235,
3/14/2023,11:10,Seated Calf Raise,15,235,
3/14/2023,11:10,Seated Calf Raise,15,235,
3/14/2023,11:10,Seated Calf Raise,15,235,
3/14/2023,10:58,Biceps Curl,12,100,
3/14/2023,10:58,Biceps Curl,12,100,
3/14/2023,10:58,Biceps Curl,14,100,
3/14/2023,10:58,Biceps Curl,8,115,
3/14/2023,10:58,Biceps Curl,8,115,
3/14/2023,10:58,Biceps Curl,10,115,
3/14/2023,10:58,Biceps Curl,10,130,
3/14/2023,10:58,Biceps Curl,7,130,
3/9/2023,12:51,Flyes,10,130,
3/9/2023,12:51,Flyes,10,130,
3/9/2023,12:51,Flyes,10,130,
3/9/2023,12:51,Flyes,10,130,
3/9/2023,12:51,Flyes,8,130,
3/9/2023,12:51,Flyes,8,130,
3/9/2023,12:51,Flyes,8,130,
3/9/2023,12:51,Flyes,6,130,
3/9/2023,12:38,Biceps Curl,10,115,
3/9/2023,12:38,Biceps Curl,10,115,
3/9/2023,12:38,Biceps Curl,10,115,
3/9/2023,12:38,Biceps Curl,10,115,
3/9/2023,12:38,Biceps Curl,10,115,
3/9/2023,12:38,Biceps Curl,10,100,
3/9/2023,12:31,Leg Extension,12,100,
3/9/2023,12:31,Leg Extension,12,100,
3/9/2023,12:31,Leg Extension,15,115,
3/9/2023,12:31,Leg Extension,15,115,
3/9/2023,12:31,Leg Extension,12,130,
3/9/2023,12:31,Leg Extension,12,145,
3/9/2023,12:31,Leg Extension,10,160,
3/9/2023,12:31,Leg Extension,10,175,
3/9/2023,12:31,Leg Extension,8,190,
3/9/2023,12:05,Leg Press,10,440,
3/9/2023,12:05,Leg Press,10,440,
3/9/2023,12:05,Leg Press,10,440,
3/9/2023,12:05,Leg Press,12,530,
3/9/2023,12:05,Leg Press,10,530,
3/9/2023,12:05,Leg Press,10,530,
3/9/2023,12:05,Leg Press,8,620,
3/9/2023,12:05,Leg Press,8,620,
3/9/2023,12:05,Leg Press,8,620,
3/9/2023,12:05,Leg Press,8,710,
3/9/2023,12:05,Leg Press,8,710,
3/8/2023,12:50,Flyes,12,90,
3/8/2023,12:50,Flyes,12,90,
3/8/2023,12:50,Flyes,12,105,
3/8/2023,12:50,Flyes,12,105,
3/8/2023,12:50,Flyes,10,120,
3/8/2023,12:50,Flyes,6,120,
3/8/2023,12:50,Flyes,10,120,
3/8/2023,12:50,Flyes,8,120,
3/8/2023,12:50,Flyes,7,120,
3/8/2023,12:39,Triceps Extension,15,35,
3/8/2023,12:39,Triceps Extension,15,35,
3/8/2023,12:39,Triceps Extension,17,35,
3/8/2023,12:39,Triceps Extension,15,35,
3/8/2023,12:39,Triceps Extension,20,35,
3/8/2023,12:39,Triceps Extension,22,35,
3/8/2023,12:39,Triceps Extension,25,35,
3/8/2023,12:39,Triceps Extension,20,35,
3/8/2023,12:09,Dips,10,150,
3/8/2023,12:09,Dips,10,150,
3/8/2023,12:09,Dips,9,165,
3/8/2023,12:09,Dips,9,165,
3/8/2023,12:09,Dips,8,180,
3/8/2023,12:09,Dips,8,180,
3/8/2023,12:09,Dips,7,195,
3/8/2023,12:09,Dips,7,195,
3/8/2023,12:09,Dips,7,210,
3/8/2023,12:09,Dips,7,210,
3/8/2023,12:09,Dips,6,225,
3/8/2023,12:09,Dips,6,225,
3/8/2023,12:04,Seated Rows,20,120,
3/8/2023,12:04,Seated Rows,12,120,
3/8/2023,12:04,Seated Rows,12,140,
3/8/2023,12:04,Seated Rows,14,140,
3/8/2023,12:04,Seated Rows,10,160,
3/8/2023,12:04,Seated Rows,10,160,
3/8/2023,12:04,Seated Rows,10,160,
3/8/2023,12:04,Seated Rows,6,160,
3/8/2023,11:48,Seated Calf Raise,25,235,
3/8/2023,11:48,Seated Calf Raise,20,235,
3/8/2023,11:48,Seated Calf Raise,22,235,
3/8/2023,11:48,Seated Calf Raise,18,265,
3/8/2023,11:48,Seated Calf Raise,15,265,
3/8/2023,11:48,Seated Calf Raise,18,265,
3/8/2023,11:48,Seated Calf Raise,16,295,
3/8/2023,11:48,Seated Calf Raise,15,295,
3/8/2023,11:48,Seated Calf Raise,16,295,
3/7/2023,11:56,Flyes,12,130,
3/7/2023,11:56,Flyes,10,130,
3/7/2023,11:56,Flyes,10,130,
3/7/2023,11:56,Flyes,10,130,
3/7/2023,11:56,Flyes,10,145,
3/7/2023,11:56,Flyes,10,145,
3/7/2023,11:56,Flyes,8,145,
3/7/2023,11:56,Flyes,8,145,
3/7/2023,11:56,Flyes,8,145,
3/7/2023,11:56,Flyes,8,145,
3/7/2023,11:29,Leg Curl,15,100,
3/7/2023,11:29,Leg Curl,15,100,
3/7/2023,11:29,Leg Curl,12,115,
3/7/2023,11:29,Leg Curl,12,115,
3/7/2023,11:29,Leg Curl,12,130,
3/7/2023,11:29,Leg Curl,12,130,
3/7/2023,11:29,Leg Curl,12,145,
3/7/2023,11:29,Leg Curl,10,145,
3/7/2023,11:29,Leg Curl,12,160,
3/7/2023,11:29,Leg Curl,11,175,
3/7/2023,11:29,Leg Curl,8,190,
3/7/2023,11:29,Leg Curl,10,190,
3/7/2023,11:29,Leg Curl,5,220,
3/7/2023,11:29,Leg Curl,12,145,
3/7/2023,11:02,Seated Calf Raise,12,235,
3/7/2023,11:02,Seated Calf Raise,18,235,
3/7/2023,11:02,Seated Calf Raise,20,235,
3/7/2023,11:02,Seated Calf Raise,18,250,
3/7/2023,11:02,Seated Calf Raise,18,250,
3/7/2023,11:02,Seated Calf Raise,20,250,
3/7/2023,11:02,Seated Calf Raise,20,250,
3/7/2023,11:02,Seated Calf Raise,25,250,
3/7/2023,10:51,Triceps Extension,20,57.5,
3/7/2023,10:51,Triceps Extension,18,57.5,
3/7/2023,10:51,Triceps Extension,12,57.5,
3/7/2023,10:51,Triceps Extension,15,65,
3/7/2023,10:51,Triceps Extension,12,65,
3/7/2023,10:51,Triceps Extension,12,72.5,
3/7/2023,10:51,Triceps Extension,12,72.5,
3/7/2023,10:51,Triceps Extension,10,72.5,
3/7/2023,10:51,Triceps Extension,10,57.5,
3/7/2023,10:36,Biceps Curl,10,100,
3/7/2023,10:36,Biceps Curl,12,100,
3/7/2023,10:36,Biceps Curl,12,115,
3/7/2023,10:36,Biceps Curl,8,115,
3/7/2023,10:36,Biceps Curl,8,130,
3/7/2023,10:36,Biceps Curl,8,130,
3/7/2023,10:36,Biceps Curl,8,130,
3/7/2023,10:36,Biceps Curl,9,130,
3/7/2023,10:36,Biceps Curl,5,145,
3/7/2023,10:36,Biceps Curl,5,145,
3/7/2023,10:36,Biceps Curl,8,100,
3/4/2023,10:06,Flyes,15,115,
3/4/2023,10:06,Flyes,14,115,
3/4/2023,10:06,Flyes,15,115,
3/4/2023,10:06,Flyes,13,115,
3/4/2023,10:06,Flyes,12,130,
3/4/2023,10:06,Flyes,15,130,
3/4/2023,10:06,Flyes,12,130,
3/4/2023,10:06,Flyes,10,145,
3/4/2023,10:06,Flyes,10,145,
3/4/2023,10:06,Flyes,12,145,
3/4/2023,9:43,Pulldown,10,130,
3/4/2023,9:43,Pulldown,10,130,
3/4/2023,9:43,Pulldown,10,130,
3/4/2023,9:43,Pulldown,10,150,
3/4/2023,9:42,Shoulder Shrug,15,70,
3/4/2023,9:42,Shoulder Shrug,15,70,
3/4/2023,9:42,Shoulder Shrug,10,70,
3/4/2023,9:42,Shoulder Shrug,10,110,
3/4/2023,9:42,Shoulder Shrug,10,110,
3/4/2023,9:42,Shoulder Shrug,10,110,
3/4/2023,9:42,Shoulder Shrug,10,150,
3/4/2023,9:42,Shoulder Shrug,10,150,
3/4/2023,9:27,Dips,14,150,
3/4/2023,9:27,Dips,12,150,
3/4/2023,9:27,Dips,12,165,
3/4/2023,9:27,Dips,10,165,
3/4/2023,9:27,Dips,10,180,
3/4/2023,9:27,Dips,10,180,
3/4/2023,9:27,Dips,8,195,
3/4/2023,9:27,Dips,9,195,
3/4/2023,9:27,Dips,8,195,
3/4/2023,9:27,Dips,10,210,
3/4/2023,9:27,Dips,7,210,
3/4/2023,9:03,Seated Calf Raise,15,235,
3/4/2023,9:03,Seated Calf Raise,20,235,
3/4/2023,9:03,Seated Calf Raise,18,250,
3/4/2023,9:03,Seated Calf Raise,20,250,
3/4/2023,9:03,Seated Calf Raise,18,265,
3/4/2023,9:03,Seated Calf Raise,20,265,
3/4/2023,9:03,Seated Calf Raise,18,280,
3/4/2023,9:03,Seated Calf Raise,20,280,
3/4/2023,9:03,Seated Calf Raise,10,295,
3/4/2023,9:03,Seated Calf Raise,10,295,
3/2/2023,11:27,Biceps Curl,8,100,
3/2/2023,11:27,Biceps Curl,14,100,
3/2/2023,11:27,Biceps Curl,16,100,
3/2/2023,11:27,Biceps Curl,8,130,
3/2/2023,11:27,Biceps Curl,8,130,
3/2/2023,11:27,Biceps Curl,7,130,
3/2/2023,11:07,Leg Curl,10,100,
3/2/2023,11:07,Leg Curl,12,100,
3/2/2023,11:07,Leg Curl,12,115,
3/2/2023,11:07,Leg Curl,8,115,
3/2/2023,11:07,Leg Curl,10,115,
3/2/2023,11:07,Leg Curl,8,130,
3/2/2023,11:04,Leg Extension,15,100,
3/2/2023,11:04,Leg Extension,20,100,
3/2/2023,11:04,Leg Extension,20,115,
3/2/2023,11:04,Leg Extension,20,130,
3/2/2023,11:04,Leg Extension,15,145,
3/2/2023,11:04,Leg Extension,15,160,
3/2/2023,11:04,Leg Extension,12,175,
3/2/2023,11:04,Leg Extension,15,175,
3/2/2023,10:31,Seated Calf Raise,20,220,
3/2/2023,10:31,Seated Calf Raise,25,220,
3/2/2023,10:31,Seated Calf Raise,15,235,
3/2/2023,10:31,Seated Calf Raise,18,250,
3/2/2023,10:31,Seated Calf Raise,18,250,
3/2/2023,10:31,Seated Calf Raise,15,265,
3/2/2023,10:31,Seated Calf Raise,18,265,
3/2/2023,10:20,Triceps Extension,20,50,
3/2/2023,10:20,Triceps Extension,20,50,
3/2/2023,10:20,Triceps Extension,12,57.5,
3/2/2023,10:20,Triceps Extension,15,57.5,
3/2/2023,10:20,Triceps Extension,10,65,
3/2/2023,10:20,Triceps Extension,12,65,
3/2/2023,10:20,Triceps Extension,12,72.5,
3/2/2023,10:20,Triceps Extension,8,72.5,
3/2/2023,10:20,Triceps Extension,9,72.5,
3/2/2023,10:20,Triceps Extension,12,72.5,
3/2/2023,10:20,Triceps Extension,12,72.5,
3/1/2023,11:49,Flyes,15,115,
3/1/2023,11:49,Flyes,12,115,
3/1/2023,11:49,Flyes,11,115,
3/1/2023,11:49,Flyes,15,115,
3/1/2023,11:49,Flyes,9,115,
3/1/2023,11:49,Flyes,12,115,
3/1/2023,11:23,Shoulder Shrug,20,70,
3/1/2023,11:23,Shoulder Shrug,15,70,
3/1/2023,11:23,Shoulder Shrug,15,70,
3/1/2023,11:23,Shoulder Shrug,12,110,
3/1/2023,11:23,Shoulder Shrug,12,110,
3/1/2023,11:23,Shoulder Shrug,12,110,
3/1/2023,11:23,Shoulder Shrug,8,150,
3/1/2023,11:23,Shoulder Shrug,10,150,
3/1/2023,11:19,Dips,10,150,
3/1/2023,11:19,Dips,12,150,
3/1/2023,11:19,Dips,10,150,
3/1/2023,11:19,Dips,12,165,
3/1/2023,11:19,Dips,9,165,
3/1/2023,11:19,Dips,10,165,
3/1/2023,11:19,Dips,9,180,
3/1/2023,11:19,Dips,10,180,
3/1/2023,11:19,Dips,10,180,
3/1/2023,11:19,Dips,11,180,
3/1/2023,11:19,Dips,9,195,
3/1/2023,11:19,Dips,10,195,
3/1/2023,10:37,Triceps Extension,25,42.5,
3/1/2023,10:37,Triceps Extension,15,42.5,
3/1/2023,10:37,Triceps Extension,15,50,
3/1/2023,10:37,Triceps Extension,20,50,
3/1/2023,10:37,Triceps Extension,18,50,
3/1/2023,10:37,Triceps Extension,12,57.5,
3/1/2023,10:37,Triceps Extension,12,57.5,
3/1/2023,10:37,Triceps Extension,8,57.5,
3/1/2023,10:37,Triceps Extension,13,42.5,
3/1/2023,10:28,Seated Calf Raise,15,220,
3/1/2023,10:28,Seated Calf Raise,20,220,
3/1/2023,10:28,Seated Calf Raise,20,235,
3/1/2023,10:28,Seated Calf Raise,20,250,
3/1/2023,10:28,Seated Calf Raise,18,265,
3/1/2023,10:28,Seated Calf Raise,16,280,
3/1/2023,10:28,Seated Calf Raise,15,280,
3/1/2023,10:28,Seated Calf Raise,16,280,
3/1/2023,10:28,Seated Calf Raise,15,295,
3/1/2023,10:28,Seated Calf Raise,16,310,
2/28/2023,12:19,Triceps Extension,15,50,
2/28/2023,12:19,Triceps Extension,20,50,
2/28/2023,12:19,Triceps Extension,10,50,
2/28/2023,12:19,Triceps Extension,15,50,
2/28/2023,12:19,Triceps Extension,25,50,
2/28/2023,12:19,Triceps Extension,12,50,
2/28/2023,12:19,Triceps Extension,6,50,
2/28/2023,12:19,Triceps Extension,8,50,
2/26/2023,10:01,Triceps Extension,15,50,
2/26/2023,10:01,Triceps Extension,15,50,
2/26/2023,10:01,Triceps Extension,15,57.5,
2/26/2023,10:01,Triceps Extension,12,65,
2/26/2023,10:01,Triceps Extension,12,72.5,
2/26/2023,10:01,Triceps Extension,10,80,
2/26/2023,10:01,Triceps Extension,8,80,
2/26/2023,10:01,Triceps Extension,8,80,
2/26/2023,10:01,Triceps Extension,15,50,
2/26/2023,10:01,Triceps Extension,18,50,
2/26/2023,10:01,Triceps Extension,10,50,
2/26/2023,10:01,Triceps Extension,12,50,
2/26/2023,9:51,Leg Curl,12,100,
2/26/2023,9:51,Leg Curl,12,100,
2/26/2023,9:51,Leg Curl,12,115,
2/26/2023,9:51,Leg Curl,12,115,
2/26/2023,9:51,Leg Curl,10,130,
2/26/2023,9:51,Leg Curl,12,130,
2/26/2023,9:51,Leg Curl,8,145,
2/26/2023,9:51,Leg Curl,12,160,
2/26/2023,9:51,Leg Curl,10,175,
2/26/2023,9:51,Leg Curl,10,190,
2/26/2023,9:51,Leg Curl,10,205,
2/26/2023,9:51,Leg Curl,5,205,
2/26/2023,9:25,Seated Calf Raise,15,220,
2/26/2023,9:25,Seated Calf Raise,15,220,
2/26/2023,9:25,Seated Calf Raise,20,220,
2/26/2023,9:25,Seated Calf Raise,15,220,
2/26/2023,9:25,Seated Calf Raise,15,250,
2/26/2023,9:25,Seated Calf Raise,12,250,
2/26/2023,9:25,Seated Calf Raise,15,280,
2/26/2023,9:25,Seated Calf Raise,15,280,
2/26/2023,9:25,Seated Calf Raise,14,310,
2/26/2023,9:25,Seated Calf Raise,5,310,
2/26/2023,9:10,Biceps Curl,15,95,
2/26/2023,9:10,Biceps Curl,10,95,
2/26/2023,9:10,Biceps Curl,12,95,
2/26/2023,9:10,Biceps Curl,10,110,
2/26/2023,9:10,Biceps Curl,12,110,
2/26/2023,9:10,Biceps Curl,10,110,
2/26/2023,9:10,Biceps Curl,8,125,
2/26/2023,9:10,Biceps Curl,9,125,
2/26/2023,9:10,Biceps Curl,7,125,
2/26/2023,9:10,Biceps Curl,7,140,
2/26/2023,9:10,Biceps Curl,2,155,
2/25/2023,10:17,Flyes,10,100,
2/25/2023,10:17,Flyes,12,100,
2/25/2023,10:17,Flyes,12,100,
2/25/2023,10:17,Flyes,8,100,
2/25/2023,10:17,Flyes,12,100,
2/25/2023,10:17,Flyes,20,100,
2/25/2023,10:17,Flyes,10,100,
2/25/2023,10:17,Flyes,12,100,
2/25/2023,10:17,Flyes,10,100,
2/25/2023,10:17,Flyes,8,100,
2/25/2023,10:17,Flyes,10,100,
2/25/2023,10:00,Dips,15,150,
2/25/2023,10:00,Dips,12,150,
2/25/2023,10:00,Dips,10,150,
2/25/2023,10:00,Dips,10,165,
2/25/2023,10:00,Dips,12,165,
2/25/2023,10:00,Dips,10,165,
2/25/2023,10:00,Dips,10,165,
2/25/2023,10:00,Dips,10,165,
2/25/2023,10:00,Dips,10,180,
2/25/2023,10:00,Dips,8,180,
2/25/2023,9:31,Pulldown,8,140,
2/25/2023,9:31,Pulldown,8,140,
2/25/2023,9:31,Pulldown,8,140,
2/25/2023,9:31,Pulldown,6,160,
2/25/2023,9:31,Pulldown,10,120,
2/25/2023,9:31,Pulldown,8,120,
2/25/2023,9:31,Pulldown,10,120,
2/25/2023,9:15,Triceps Extension,20,57.5,
2/25/2023,9:15,Triceps Extension,15,57.5,
2/25/2023,9:15,Triceps Extension,15,57.5,
2/25/2023,9:15,Triceps Extension,12,65,
2/25/2023,9:15,Triceps Extension,12,65,
2/25/2023,9:15,Triceps Extension,14,65,
2/25/2023,9:15,Triceps Extension,10,72.5,
2/25/2023,9:15,Triceps Extension,12,72.5,
2/25/2023,9:15,Triceps Extension,15,72.5,
2/25/2023,9:15,Triceps Extension,10,50,
2/25/2023,9:15,Triceps Extension,10,50,
2/25/2023,9:15,Triceps Extension,12,50,
2/23/2023,11:57,Flyes,15,115,
2/23/2023,11:57,Flyes,15,115,
2/23/2023,11:57,Flyes,12,115,
2/23/2023,11:57,Flyes,10,115,
2/23/2023,11:57,Flyes,10,115,
2/23/2023,11:57,Flyes,10,130,
2/23/2023,11:57,Flyes,10,130,
2/23/2023,11:57,Flyes,10,130,
2/23/2023,11:57,Flyes,12,130,
2/23/2023,11:57,Flyes,10,130,
2/23/2023,11:39,Biceps Curl,12,115,
2/23/2023,11:39,Biceps Curl,10,115,
2/23/2023,11:39,Biceps Curl,12,115,
2/23/2023,11:39,Biceps Curl,10,115,
2/23/2023,11:39,Biceps Curl,12,115,
2/23/2023,11:39,Biceps Curl,10,115,
2/23/2023,11:39,Biceps Curl,9,115,
2/23/2023,11:39,Biceps Curl,9,115,
2/23/2023,11:39,Biceps Curl,8,130,
2/23/2023,11:39,Biceps Curl,6,130,
2/23/2023,11:14,Leg Extension,12,85,
2/23/2023,11:14,Leg Extension,20,85,
2/23/2023,11:14,Leg Extension,20,100,
2/23/2023,11:14,Leg Extension,20,115,
2/23/2023,11:14,Leg Extension,12,130,
2/23/2023,11:14,Leg Extension,15,130,
2/23/2023,11:14,Leg Extension,15,145,
2/23/2023,11:14,Leg Extension,12,160,
2/23/2023,11:14,Leg Extension,15,160,
2/23/2023,11:14,Leg Extension,10,175,
2/23/2023,11:14,Leg Extension,10,100,
2/23/2023,10:53,Seated Calf Raise,20,220,
2/23/2023,10:53,Seated Calf Raise,20,220,
2/23/2023,10:53,Seated Calf Raise,20,220,
2/23/2023,10:53,Seated Calf Raise,17,250,
2/23/2023,10:53,Seated Calf Raise,17,250,
2/23/2023,10:53,Seated Calf Raise,18,250,
2/23/2023,10:53,Seated Calf Raise,16,280,
2/23/2023,10:53,Seated Calf Raise,15,280,
2/23/2023,10:53,Seated Calf Raise,15,280,
2/22/2023,12:15,Flyes,8,115,
2/22/2023,12:15,Flyes,8,115,
2/22/2023,12:09,Seated Rows,15,130,
2/22/2023,11:51,Dips,10,150,
2/22/2023,11:51,Dips,12,150,
2/22/2023,11:51,Dips,12,165,
2/22/2023,11:51,Dips,11,165,
2/22/2023,11:51,Dips,10,180,
2/22/2023,11:51,Dips,10,180,
2/22/2023,11:51,Dips,10,180,
2/22/2023,11:51,Dips,8,195,
2/22/2023,11:51,Dips,8,195,
2/22/2023,11:51,Dips,3,210,
2/22/2023,11:41,Shoulder Shrug,15,70,
2/22/2023,11:41,Shoulder Shrug,15,70,
2/22/2023,11:41,Shoulder Shrug,12,70,
2/22/2023,11:41,Shoulder Shrug,12,110,
2/22/2023,11:41,Shoulder Shrug,12,110,
2/22/2023,11:41,Shoulder Shrug,10,110,
2/22/2023,11:27,Seated Calf Raise,15,220,
2/22/2023,11:27,Seated Calf Raise,16,220,
2/22/2023,11:27,Seated Calf Raise,15,220,
2/22/2023,11:27,Seated Calf Raise,14,265,
2/22/2023,11:27,Seated Calf Raise,15,265,
2/22/2023,11:27,Seated Calf Raise,20,265,
2/22/2023,11:27,Seated Calf Raise,12,310,
2/22/2023,11:27,Seated Calf Raise,10,310,
2/21/2023,12:05,Flyes,15,115,
2/21/2023,12:05,Flyes,15,115,
2/21/2023,12:05,Flyes,15,115,
2/21/2023,12:05,Flyes,10,130,
2/21/2023,12:05,Flyes,12,130,
2/21/2023,12:05,Flyes,8,130,
2/21/2023,12:05,Flyes,8,130,
2/21/2023,12:05,Flyes,8,130,
2/21/2023,11:51,Biceps Curl,15,115,
2/21/2023,11:51,Biceps Curl,12,115,
2/21/2023,11:51,Biceps Curl,8,130,
2/21/2023,11:51,Biceps Curl,10,130,
2/21/2023,11:40,Leg Extension,15,100,
2/21/2023,11:40,Leg Extension,12,100,
2/21/2023,11:40,Leg Extension,20,100,
2/21/2023,11:40,Leg Extension,20,100,
2/21/2023,11:40,Leg Extension,20,100,
2/21/2023,11:40,Leg Extension,5,130,
2/21/2023,11:40,Leg Extension,5,100,
2/21/2023,11:22,Leg Press,10,390,
2/21/2023,11:22,Leg Press,15,390,
2/21/2023,11:22,Leg Press,15,390,
2/21/2023,11:22,Leg Press,12,480,
2/21/2023,11:22,Leg Press,12,480,
2/21/2023,11:22,Leg Press,12,480,
2/21/2023,11:22,Leg Press,10,570,
2/21/2023,11:22,Leg Press,12,570,
2/21/2023,11:22,Leg Press,10,570,
2/21/2023,10:59,Triceps Extension,20,50,
2/21/2023,10:59,Triceps Extension,22,50,
2/21/2023,10:59,Triceps Extension,14,65,
2/21/2023,10:59,Triceps Extension,14,65,
2/21/2023,10:59,Triceps Extension,10,65,
2/21/2023,10:59,Triceps Extension,12,65,
2/21/2023,10:59,Triceps Extension,10,72.5,
2/21/2023,10:59,Triceps Extension,8,72.5,
2/21/2023,10:59,Triceps Extension,20,50,
2/21/2023,10:59,Triceps Extension,20,50,
2/19/2023,9:01,Leg Curl,12,100,
2/19/2023,9:01,Leg Curl,15,100,
2/19/2023,9:01,Leg Curl,10,115,
2/19/2023,9:01,Leg Curl,10,130,
2/19/2023,9:01,Leg Curl,7,145,
2/19/2023,9:01,Leg Curl,15,145,
2/19/2023,9:01,Leg Curl,12,160,
2/19/2023,9:01,Leg Curl,10,175,
2/19/2023,9:01,Leg Curl,12,190,
2/19/2023,9:01,Leg Curl,8,190,
2/19/2023,8:31,Triceps Extension,12,57.5,
2/19/2023,8:31,Triceps Extension,15,57.5,
2/19/2023,8:31,Triceps Extension,16,57.5,
2/19/2023,8:31,Triceps Extension,12,57.5,
2/19/2023,8:27,Leg Press,16,390,
2/19/2023,8:27,Leg Press,16,390,
2/19/2023,8:27,Leg Press,16,390,
2/19/2023,8:27,Leg Press,14,480,
2/19/2023,8:27,Leg Press,15,480,
2/19/2023,8:27,Leg Press,15,480,
2/19/2023,8:27,Leg Press,12,580,
2/19/2023,8:27,Leg Press,10,580,
2/19/2023,8:27,Leg Press,10,580,
2/18/2023,8:40,Flyes,12,100,
2/18/2023,8:40,Flyes,10,100,
2/18/2023,8:40,Flyes,10,100,
2/18/2023,8:40,Flyes,10,130,
2/18/2023,8:40,Flyes,12,130,
2/18/2023,8:40,Flyes,10,130,
2/18/2023,8:40,Flyes,8,130,
2/18/2023,8:12,Dips,10,150,
2/18/2023,8:12,Dips,10,150,
2/18/2023,8:12,Dips,8,165,
2/18/2023,8:12,Dips,10,165,
2/18/2023,8:12,Dips,10,165,
2/18/2023,8:12,Dips,10,165,
2/18/2023,8:12,Dips,10,180,
2/18/2023,8:12,Dips,8,180,
2/18/2023,8:12,Dips,8,180,
2/18/2023,7:56,Triceps Extension,15,57.5,
2/18/2023,7:56,Triceps Extension,10,57.5,
2/18/2023,7:56,Triceps Extension,12,57.5,
2/18/2023,7:56,Triceps Extension,12,65,
2/18/2023,7:56,Triceps Extension,12,65,
2/18/2023,7:56,Triceps Extension,12,65,
2/18/2023,7:56,Triceps Extension,8,50,
2/18/2023,7:56,Triceps Extension,12,50,
2/18/2023,7:56,Triceps Extension,12,50,
2/18/2023,7:56,Triceps Extension,20,50,
2/18/2023,7:56,Triceps Extension,8,50,
2/16/2023,14:41,Flyes,12,115,
2/16/2023,14:41,Flyes,15,115,
2/16/2023,14:41,Flyes,18,115,
2/16/2023,14:41,Flyes,15,115,
2/16/2023,14:41,Flyes,12,115,
2/16/2023,14:41,Flyes,10,130,
2/16/2023,14:41,Flyes,8,130,
2/16/2023,14:20,Leg Curl,12,100,
2/16/2023,14:20,Leg Curl,15,100,
2/16/2023,14:20,Leg Curl,14,100,
2/16/2023,14:20,Leg Curl,15,115,
2/16/2023,14:20,Leg Curl,15,130,
2/16/2023,14:20,Leg Curl,12,145,
2/16/2023,14:20,Leg Curl,12,160,
2/16/2023,14:20,Leg Curl,10,175,
2/16/2023,13:48,Leg Extension,12,100,
2/16/2023,13:48,Leg Extension,18,100,
2/16/2023,13:48,Leg Extension,12,100,
2/16/2023,13:48,Leg Extension,16,100,
2/16/2023,13:48,Leg Extension,14,115,
2/16/2023,13:48,Leg Extension,15,130,
2/16/2023,13:48,Leg Extension,15,130,
2/16/2023,13:48,Leg Extension,15,145,
2/16/2023,13:48,Leg Extension,12,160,
2/16/2023,13:48,Leg Extension,10,175,
