Date,Time,Exercise,# of Reps,Weight,Notes
1/14/2023,8:29,Shoulder Shrug,6,120,
1/14/2023,8:16,Seated Calf Raise,20,175,
1/14/2023,8:16,Seated Calf Raise,20,175,
1/14/2023,8:16,Seated Calf Raise,20,175,
1/14/2023,8:16,Seated Calf Raise,20,205,
1/14/2023,8:16,Seated Calf Raise,20,205,
1/14/2023,8:16,Seated Calf Raise,20,205,
1/14/2023,8:16,Seated Calf Raise,16,250,
1/14/2023,8:16,Seated Calf Raise,16,250,
1/11/2023,13:49,Pulldown,10,100,
1/11/2023,13:49,Pulldown,10,100,
1/11/2023,13:49,Pulldown,12,100,
1/11/2023,13:49,Pulldown,12,120,
1/11/2023,13:49,Pulldown,12,120,
1/11/2023,13:49,Pulldown,10,120,
1/11/2023,13:49,Pulldown,6,120,
1/11/2023,13:27,Dips,12,150,
1/11/2023,13:27,Dips,10,150,
1/11/2023,13:27,Dips,11,150,
1/11/2023,13:27,Dips,8,165,
1/11/2023,13:27,Dips,8,165,
1/11/2023,13:27,Dips,8,165,
1/11/2023,13:27,Dips,8,165,
1/11/2023,13:20,Seated Rows,15,130,
1/11/2023,13:20,Seated Rows,12,130,
1/11/2023,13:20,Seated Rows,12,130,
1/11/2023,13:20,Seated Rows,13,150,
1/11/2023,13:20,Seated Rows,15,150,
1/11/2023,13:20,Seated Rows,12,150,
1/11/2023,13:20,Seated Rows,10,205,
1/11/2023,13:20,Seated Rows,10,205,
1/11/2023,13:20,Seated Rows,10,205,
1/11/2023,12:59,Shoulder Shrug,15,70,
1/11/2023,12:59,Shoulder Shrug,15,70,
1/11/2023,12:59,Shoulder Shrug,15,90,
1/11/2023,12:59,Shoulder Shrug,15,90,
1/11/2023,12:59,Shoulder Shrug,15,110,
1/11/2023,12:59,Shoulder Shrug,15,110,
1/10/2023,13:14,Leg Curl,15,85,
1/10/2023,13:14,Leg Curl,12,85,
1/10/2023,13:14,Leg Curl,10,85,
1/10/2023,13:14,Leg Curl,12,115,
1/10/2023,13:14,Leg Curl,10,145,
1/10/2023,13:14,Leg Curl,10,145,
1/10/2023,13:14,Leg Curl,10,19,
1/10/2023,13:03,Leg Extension,15,70,
1/10/2023,13:03,Leg Extension,12,70,
1/10/2023,13:03,Leg Extension,16,70,
1/10/2023,13:03,Leg Extension,15,100,
1/10/2023,13:03,Leg Extension,10,100,
1/10/2023,13:03,Leg Extension,10,100,
1/10/2023,13:03,Leg Extension,10,130,
1/10/2023,13:03,Leg Extension,10,130,
1/10/2023,13:03,Leg Extension,10,130,
1/10/2023,13:03,Leg Extension,10,175,
1/8/2023,9:23,Leg Extension,17,70,
1/8/2023,9:23,Leg Extension,12,70,
1/8/2023,9:23,Leg Extension,20,100,
1/8/2023,9:23,Leg Extension,10,100,
1/8/2023,9:23,Leg Extension,12,130,
1/8/2023,9:03,Leg Curl,15,70,
1/8/2023,9:03,Leg Curl,12,70,
1/8/2023,9:03,Leg Curl,20,70,
1/8/2023,9:03,Leg Curl,14,70,
1/8/2023,9:03,Leg Curl,12,100,
1/8/2023,9:03,Leg Curl,12,100,
1/8/2023,9:03,Leg Curl,7,100,
1/8/2023,9:03,Leg Curl,12,130,
1/8/2023,9:03,Leg Curl,13,130,
1/8/2023,9:03,Leg Curl,10,130,
1/8/2023,8:56,Leg Press,12,390,
1/8/2023,8:56,Leg Press,12,390,
1/8/2023,8:56,Leg Press,13,390,
1/8/2023,8:56,Leg Press,13,480,
1/8/2023,8:56,Leg Press,10,480,
1/8/2023,8:56,Leg Press,10,480,
1/8/2023,8:31,Triceps Extension,25,35,
1/8/2023,8:31,Triceps Extension,15,35,
1/8/2023,8:31,Triceps Extension,20,35,
1/8/2023,8:31,Triceps Extension,20,42.5,
1/8/2023,8:31,Triceps Extension,20,42.5,
1/8/2023,8:31,Triceps Extension,15,42.5,
1/8/2023,8:31,Triceps Extension,12,50,
1/8/2023,8:31,Triceps Extension,20,50,
1/8/2023,8:31,Triceps Extension,9,50,
1/7/2023,8:50,Seated Rows,10,150,
1/7/2023,8:50,Seated Rows,12,150,
1/7/2023,8:50,Seated Rows,10,150,
1/7/2023,8:50,Seated Rows,12,150,
1/7/2023,8:50,Seated Rows,15,150,
1/7/2023,8:33,Dips,10,150,
1/7/2023,8:33,Dips,10,150,
1/7/2023,8:33,Dips,10,150,
1/7/2023,8:33,Dips,10,150,
1/7/2023,8:33,Dips,8,150,
1/7/2023,8:20,Pulldown,11,120,
1/7/2023,8:20,Pulldown,12,120,
1/7/2023,8:20,Pulldown,8,140,
1/7/2023,8:20,Pulldown,8,140,
1/7/2023,8:20,Pulldown,6,140,
1/7/2023,8:20,Pulldown,5,140,
1/7/2023,8:11,Shoulder Shrug,15,70,
1/7/2023,8:11,Shoulder Shrug,15,70,
1/7/2023,8:11,Shoulder Shrug,15,70,
1/7/2023,8:11,Shoulder Shrug,15,70,
1/7/2023,8:11,Shoulder Shrug,15,70,
1/7/2023,7:59,Seated Calf Raise,20,160,
1/7/2023,7:59,Seated Calf Raise,20,160,
1/7/2023,7:59,Seated Calf Raise,20,160,
1/7/2023,7:59,Seated Calf Raise,22,205,
1/7/2023,7:59,Seated Calf Raise,15,205,
1/7/2023,7:59,Seated Calf Raise,20,205,
1/7/2023,7:59,Seated Calf Raise,15,250,
1/7/2023,7:59,Seated Calf Raise,15,250,
1/5/2023,13:00,Leg Extension,20,70,
1/5/2023,13:00,Leg Extension,20,70,
1/5/2023,13:00,Leg Extension,20,70,
1/5/2023,13:00,Leg Extension,15,100,
1/5/2023,13:00,Leg Extension,15,100,
1/5/2023,13:00,Leg Extension,15,100,
1/5/2023,12:44,Leg Curl,20,85,
1/5/2023,12:44,Leg Curl,10,85,
1/5/2023,12:44,Leg Curl,10,55,
1/5/2023,12:39,Seated Calf Raise,25,160,
1/5/2023,12:39,Seated Calf Raise,20,160,
1/5/2023,12:39,Seated Calf Raise,20,160,
1/5/2023,12:39,Seated Calf Raise,22,160,
1/5/2023,12:39,Seated Calf Raise,22,160,
1/5/2023,12:39,Seated Calf Raise,25,160,
1/5/2023,12:25,Triceps Extension,25,42.5,
1/5/2023,12:25,Triceps Extension,30,42.5,
1/5/2023,12:25,Triceps Extension,17,42.5,
1/5/2023,12:25,Triceps Extension,10,57.5,
1/5/2023,12:25,Triceps Extension,11,57.5,
1/5/2023,12:25,Triceps Extension,15,57.5,
1/5/2023,12:25,Triceps Extension,12,57.5,
1/5/2023,12:25,Triceps Extension,8,57.5,
1/5/2023,12:25,Triceps Extension,6,72.5,
1/5/2023,12:25,Triceps Extension,19,42.5,
1/5/2023,12:08,Biceps Curl,18,70,
1/5/2023,12:08,Biceps Curl,15,70,
1/5/2023,12:08,Biceps Curl,20,70,
1/5/2023,12:08,Biceps Curl,8,85,
1/5/2023,12:08,Biceps Curl,18,85,
1/5/2023,12:08,Biceps Curl,10,85,
1/5/2023,12:08,Biceps Curl,7,115,
1/5/2023,12:08,Biceps Curl,7,115,
1/5/2023,12:08,Biceps Curl,10,85,
1/5/2023,12:08,Biceps Curl,11,85,
1/4/2023,14:34,Flyes,10,55,
1/4/2023,14:34,Flyes,10,55,
1/4/2023,14:34,Flyes,10,55,
1/4/2023,14:34,Flyes,10,55,
1/4/2023,14:34,Flyes,12,55,
1/4/2023,14:34,Flyes,12,55,
1/4/2023,14:34,Flyes,16,55,
1/4/2023,14:34,Flyes,12,55,
1/4/2023,14:09,Pulldown,10,110,
1/4/2023,14:09,Pulldown,10,110,
1/4/2023,14:09,Pulldown,10,130,
1/4/2023,14:09,Pulldown,8,130,
1/4/2023,14:09,Pulldown,7,130,
1/4/2023,14:07,Shoulder Shrug,10,70,
1/4/2023,14:07,Shoulder Shrug,15,70,
1/4/2023,14:07,Shoulder Shrug,12,70,
1/4/2023,14:07,Shoulder Shrug,15,70,
1/4/2023,14:07,Shoulder Shrug,15,70,
1/4/2023,13:50,Seated Rows,15,130,
1/4/2023,13:50,Seated Rows,13,130,
1/4/2023,13:50,Seated Rows,12,130,
1/4/2023,13:50,Seated Rows,15,130,
1/4/2023,13:50,Seated Rows,10,130,
1/4/2023,13:46,Seated Calf Raise,25,160,
1/4/2023,13:46,Seated Calf Raise,25,160,
1/4/2023,13:46,Seated Calf Raise,20,160,
1/4/2023,13:46,Seated Calf Raise,17,205,
1/4/2023,13:46,Seated Calf Raise,22,205,
1/4/2023,13:46,Seated Calf Raise,20,205,
1/4/2023,13:46,Seated Calf Raise,12,250,
1/4/2023,13:46,Seated Calf Raise,15,250,
1/3/2023,13:41,Triceps Extension,30,35,
1/3/2023,13:41,Triceps Extension,15,35,
1/3/2023,13:41,Triceps Extension,10,35,
1/3/2023,13:41,Triceps Extension,15,35,
1/3/2023,13:41,Triceps Extension,7,50,
1/3/2023,13:20,Leg Extension,10,55,
1/3/2023,13:20,Leg Extension,20,55,
1/3/2023,13:20,Leg Extension,16,70,
1/3/2023,13:20,Leg Extension,20,70,
1/3/2023,13:20,Leg Extension,17,85,
1/3/2023,13:20,Leg Extension,18,85,
1/3/2023,13:20,Leg Extension,15,115,
1/3/2023,13:20,Leg Extension,12,115,
1/3/2023,13:19,Leg Curl,20,70,
1/3/2023,13:19,Leg Curl,15,70,
1/3/2023,13:19,Leg Curl,15,85,
1/3/2023,13:19,Leg Curl,15,85,
1/3/2023,13:19,Leg Curl,12,115,
1/3/2023,13:19,Leg Curl,12,115,
1/3/2023,13:19,Leg Curl,10,145,
1/3/2023,13:19,Leg Curl,10,145,
1/3/2023,13:00,Biceps Curl,18,85,
1/3/2023,13:00,Biceps Curl,10,85,
1/3/2023,13:00,Biceps Curl,15,85,
1/3/2023,13:00,Biceps Curl,8,115,
1/3/2023,13:00,Biceps Curl,8,115,
1/3/2023,13:00,Biceps Curl,6,115,
1/3/2023,13:00,Biceps Curl,15,85,
1/3/2023,13:00,Biceps Curl,9,85,
12/24/2022,9:49,Seated Calf Raise,20,160,
12/24/2022,9:49,Seated Calf Raise,20,160,
12/24/2022,9:49,Seated Calf Raise,15,190,
12/24/2022,9:49,Seated Calf Raise,16,190,
12/24/2022,9:49,Seated Calf Raise,25,190,
12/24/2022,9:49,Seated Calf Raise,25,190,
12/24/2022,9:49,Seated Calf Raise,25,190,
12/24/2022,9:33,Seated Rows,10,150,
12/24/2022,9:33,Seated Rows,10,150,
12/24/2022,9:33,Seated Rows,12,150,
12/24/2022,9:33,Seated Rows,10,150,
12/24/2022,9:33,Seated Rows,12,150,
12/24/2022,9:28,Pulldown,10,100,
12/24/2022,9:28,Pulldown,12,100,
12/24/2022,9:28,Pulldown,10,120,
12/24/2022,9:28,Pulldown,12,120,
12/24/2022,9:28,Pulldown,8,120,
12/24/2022,9:28,Pulldown,10,120,
12/24/2022,9:28,Pulldown,8,120,
12/24/2022,9:28,Pulldown,10,120,
12/24/2022,8:57,Shoulder Shrug,25,70,
12/24/2022,8:57,Shoulder Shrug,25,70,
12/24/2022,8:57,Shoulder Shrug,25,70,
12/24/2022,8:57,Shoulder Shrug,25,70,
12/24/2022,8:57,Shoulder Shrug,20,100,
12/24/2022,8:57,Shoulder Shrug,20,100,
12/24/2022,8:57,Shoulder Shrug,20,100,
12/24/2022,8:57,Shoulder Shrug,6,100,
12/21/2022,9:27,Shoulder Press,12,85,
12/21/2022,9:27,Shoulder Press,9,85,
12/21/2022,9:27,Shoulder Press,12,85,
12/21/2022,9:27,Shoulder Press,6,85,
12/21/2022,9:27,Shoulder Press,2,85,
12/21/2022,9:25,Biceps Curl,22,100,
12/21/2022,9:25,Biceps Curl,15,100,
12/21/2022,9:25,Biceps Curl,12,100,
12/21/2022,9:25,Biceps Curl,10,100,
12/21/2022,9:25,Biceps Curl,10,115,
12/21/2022,9:25,Biceps Curl,14,115,
12/21/2022,9:25,Biceps Curl,8,130,
12/21/2022,9:25,Biceps Curl,15,85,
12/21/2022,9:25,Biceps Curl,11,85,
12/21/2022,9:25,Biceps Curl,15,85,
12/21/2022,9:25,Biceps Curl,12,85,
12/21/2022,9:25,Biceps Curl,5,130,
12/18/2022,9:50,Seated Calf Raise,20,175,
12/18/2022,9:50,Seated Calf Raise,20,175,
12/18/2022,9:50,Seated Calf Raise,16,175,
12/18/2022,9:50,Seated Calf Raise,12,220,
12/18/2022,9:50,Seated Calf Raise,15,220,
12/18/2022,9:50,Seated Calf Raise,15,220,
12/18/2022,9:50,Seated Calf Raise,20,220,
12/18/2022,9:50,Seated Calf Raise,16,220,
12/18/2022,9:50,Seated Calf Raise,13,265,
12/18/2022,9:50,Seated Calf Raise,13,265,
12/18/2022,9:31,Seated Rows,12,170,
12/18/2022,9:31,Seated Rows,12,170,
12/18/2022,9:31,Seated Rows,12,170,
12/18/2022,9:31,Seated Rows,8,190,
12/18/2022,9:31,Seated Rows,6,190,
12/18/2022,9:31,Seated Rows,12,150,
12/18/2022,9:22,Shoulder Press,12,85,
12/18/2022,9:22,Shoulder Press,12,85,
12/18/2022,9:22,Shoulder Press,6,85,
12/18/2022,9:22,Shoulder Press,7,100,
12/18/2022,9:22,Shoulder Press,6,100,
12/18/2022,9:02,Biceps Curl,20,100,
12/18/2022,9:02,Biceps Curl,15,100,
12/18/2022,9:02,Biceps Curl,12,100,
12/18/2022,9:02,Biceps Curl,9,100,
12/18/2022,9:02,Biceps Curl,8,130,
12/18/2022,9:02,Biceps Curl,8,130,
12/18/2022,9:02,Biceps Curl,7,130,
12/18/2022,9:02,Biceps Curl,7,100,
12/17/2022,9:52,Triceps Extension,20,57.5,
12/17/2022,9:52,Triceps Extension,10,57.5,
12/17/2022,9:52,Triceps Extension,11,57.5,
12/17/2022,9:52,Triceps Extension,10,65,
12/17/2022,9:52,Triceps Extension,9,65,
12/17/2022,9:52,Triceps Extension,12,65,
12/17/2022,9:52,Triceps Extension,6,80,
12/17/2022,9:26,Leg Curl,20,85,
12/17/2022,9:26,Leg Curl,15,85,
12/17/2022,9:26,Leg Curl,15,85,
12/17/2022,9:26,Leg Curl,12,100,
12/17/2022,9:26,Leg Curl,13,100,
12/17/2022,9:26,Leg Curl,15,100,
12/17/2022,9:26,Leg Curl,13,130,
12/17/2022,9:26,Leg Curl,10,130,
12/17/2022,9:26,Leg Curl,12,160,
12/17/2022,9:26,Leg Curl,8,160,
12/17/2022,9:22,Leg Press,20,390,
12/17/2022,9:22,Leg Press,20,390,
12/17/2022,9:22,Leg Press,15,490,
12/17/2022,9:22,Leg Press,13,490,
12/17/2022,9:22,Leg Press,10,600,
12/17/2022,9:22,Leg Press,10,600,
12/15/2022,13:58,Shoulder Shrug,20,70,
12/15/2022,13:58,Shoulder Shrug,20,70,
12/15/2022,13:58,Shoulder Shrug,20,70,
12/15/2022,13:58,Shoulder Shrug,15,110,
12/15/2022,13:58,Shoulder Shrug,15,110,
12/15/2022,13:58,Shoulder Shrug,13,110,
12/15/2022,13:58,Shoulder Shrug,10,130,
12/15/2022,13:55,Standing Calf Raise,25,160,
12/15/2022,13:55,Standing Calf Raise,25,160,
12/15/2022,13:55,Standing Calf Raise,15,190,
12/15/2022,13:55,Standing Calf Raise,21,190,
12/15/2022,13:55,Standing Calf Raise,18,190,
12/15/2022,13:55,Standing Calf Raise,17,220,
12/15/2022,13:55,Standing Calf Raise,15,220,
12/15/2022,13:55,Standing Calf Raise,15,220,
12/14/2022,13:33,Shoulder Press,10,85,
12/14/2022,13:33,Shoulder Press,10,85,
12/14/2022,13:33,Shoulder Press,6,85,
12/14/2022,13:26,Assisted Pull Ups,9,150,
12/14/2022,13:26,Assisted Pull Ups,10,150,
12/14/2022,13:26,Assisted Pull Ups,9,150,
12/14/2022,13:26,Assisted Pull Ups,6,150,
12/14/2022,12:54,Seated Rows,15,100,
12/14/2022,12:54,Seated Rows,15,100,
12/14/2022,12:54,Seated Rows,15,100,
12/14/2022,12:54,Seated Rows,12,140,
12/14/2022,12:54,Seated Rows,12,140,
12/14/2022,12:54,Seated Rows,12,140,
12/14/2022,12:54,Seated Rows,12,140,
12/14/2022,12:38,Biceps Curl,20,70,
12/14/2022,12:38,Biceps Curl,11,70,
12/14/2022,12:38,Biceps Curl,10,70,
12/14/2022,12:38,Biceps Curl,16,85,
12/14/2022,12:38,Biceps Curl,12,85,
12/14/2022,12:38,Biceps Curl,11,85,
12/14/2022,12:38,Biceps Curl,8,115,
12/14/2022,12:38,Biceps Curl,8,115,
12/14/2022,12:38,Biceps Curl,10,115,
12/14/2022,12:38,Biceps Curl,6,130,
12/14/2022,12:38,Biceps Curl,7,130,
12/14/2022,12:38,Biceps Curl,6,130,
12/4/2022,9:28,Shoulder Press,10,85,
12/4/2022,9:28,Shoulder Press,9,85,
12/4/2022,9:28,Shoulder Press,8,85,
12/4/2022,9:28,Shoulder Press,5,85,
12/4/2022,9:28,Shoulder Press,4,100,
12/4/2022,9:15,Assisted Pull Ups,10,150,
12/4/2022,9:15,Assisted Pull Ups,8,150,
12/4/2022,9:15,Assisted Pull Ups,8,150,
12/4/2022,9:15,Assisted Pull Ups,8,150,
12/4/2022,9:15,Assisted Pull Ups,7,150,
12/4/2022,9:05,Seated Rows,15,100,
12/4/2022,9:05,Seated Rows,16,100,
12/4/2022,9:05,Seated Rows,15,100,
12/4/2022,9:05,Seated Rows,13,120,
12/4/2022,9:05,Seated Rows,15,120,
12/4/2022,9:05,Seated Rows,10,160,
12/4/2022,9:05,Seated Rows,13,160,
12/4/2022,9:05,Seated Rows,12,160,
12/4/2022,9:05,Seated Rows,6,160,
12/4/2022,8:27,Biceps Curl,25,85,
12/4/2022,8:27,Biceps Curl,20,85,
12/4/2022,8:27,Biceps Curl,10,110,
12/4/2022,8:27,Biceps Curl,12,115,
12/4/2022,8:27,Biceps Curl,12,115,
12/4/2022,8:27,Biceps Curl,12,115,
12/4/2022,8:27,Biceps Curl,8,145,
12/4/2022,8:27,Biceps Curl,8,145,
12/4/2022,8:27,Biceps Curl,4,145,
12/4/2022,8:27,Biceps Curl,15,85,
12/3/2022,10:40,Shoulder Shrug,20,70,
12/3/2022,10:40,Shoulder Shrug,25,70,
12/3/2022,10:40,Shoulder Shrug,20,110,
12/3/2022,10:40,Shoulder Shrug,15,110,
12/3/2022,10:40,Shoulder Shrug,15,110,
12/3/2022,10:40,Shoulder Shrug,15,110,
12/3/2022,10:29,Triceps Extension,25,35,
12/3/2022,10:29,Triceps Extension,15,35,
12/3/2022,10:29,Triceps Extension,15,35,
12/3/2022,10:29,Triceps Extension,15,35,
12/3/2022,10:29,Triceps Extension,18,42.5,
12/3/2022,10:29,Triceps Extension,15,42.5,
12/3/2022,10:29,Triceps Extension,10,42.5,
12/3/2022,10:00,Leg Curl,15,85,
12/3/2022,10:00,Leg Curl,15,85,
12/3/2022,10:00,Leg Curl,15,85,
12/3/2022,10:00,Leg Curl,12,100,
12/3/2022,10:00,Leg Curl,15,100,
12/3/2022,10:00,Leg Curl,10,115,
12/3/2022,10:00,Leg Curl,13,115,
12/3/2022,10:00,Leg Curl,12,145,
12/3/2022,10:00,Leg Curl,12,145,
12/3/2022,10:00,Leg Curl,10,175,
12/3/2022,10:00,Leg Curl,10,175,
12/3/2022,10:00,Leg Curl,10,205,
12/1/2022,14:51,Flyes,10,85,
12/1/2022,14:51,Flyes,5,85,
12/1/2022,14:51,Flyes,12,85,
12/1/2022,14:51,Flyes,14,85,
12/1/2022,14:32,Shoulder Shrug,20,70,
12/1/2022,14:32,Shoulder Shrug,20,70,
12/1/2022,14:32,Shoulder Shrug,25,70,
12/1/2022,14:32,Shoulder Shrug,18,110,
12/1/2022,14:32,Shoulder Shrug,15,110,
12/1/2022,14:32,Shoulder Shrug,15,110,
12/1/2022,14:32,Shoulder Shrug,10,160,
12/1/2022,14:32,Shoulder Shrug,10,160,
12/1/2022,14:17,Standing Calf Raise,25,205,
12/1/2022,14:17,Standing Calf Raise,20,205,
12/1/2022,14:17,Standing Calf Raise,22,205,
12/1/2022,14:17,Standing Calf Raise,18,235,
12/1/2022,14:17,Standing Calf Raise,25,235,
12/1/2022,14:17,Standing Calf Raise,20,235,
12/1/2022,14:17,Standing Calf Raise,18,280,
12/1/2022,14:17,Standing Calf Raise,12,280,
12/1/2022,14:17,Standing Calf Raise,15,280,
11/30/2022,15:28,Shoulder Press,12,85,
11/30/2022,15:28,Shoulder Press,12,85,
11/30/2022,15:28,Shoulder Press,7,85,
11/30/2022,15:28,Shoulder Press,11,85,
11/30/2022,15:28,Shoulder Press,8,100,
11/30/2022,15:28,Shoulder Press,10,100,
11/30/2022,14:52,Seated Rows,20,130,
11/30/2022,14:52,Seated Rows,20,150,
11/30/2022,14:52,Seated Rows,15,150,
11/30/2022,14:52,Seated Rows,18,150,
11/30/2022,14:52,Seated Rows,16,170,
11/30/2022,14:52,Seated Rows,12,170,
11/30/2022,14:52,Seated Rows,14,200,
11/30/2022,14:52,Seated Rows,11,200,
11/30/2022,14:52,Seated Rows,7,245,
11/30/2022,14:26,Biceps Curl,20,85,
11/30/2022,14:26,Biceps Curl,20,85,
11/30/2022,14:26,Biceps Curl,20,85,
11/30/2022,14:26,Biceps Curl,15,85,
11/30/2022,14:26,Biceps Curl,20,100,
11/30/2022,14:26,Biceps Curl,14,100,
11/30/2022,14:26,Biceps Curl,15,100,
11/30/2022,14:26,Biceps Curl,11,130,
11/30/2022,14:26,Biceps Curl,13,130,
11/29/2022,14:17,Leg Extension,15,70,
11/29/2022,14:17,Leg Extension,25,70,
11/29/2022,14:17,Leg Extension,20,70,
11/29/2022,14:17,Leg Extension,15,70,
11/29/2022,14:17,Leg Extension,15,70,
11/29/2022,14:17,Leg Extension,15,70,
11/29/2022,14:17,Leg Extension,10,100,
11/29/2022,13:54,Leg Curl,20,85,
11/29/2022,13:54,Leg Curl,20,85,
11/29/2022,13:54,Leg Curl,17,85,
11/29/2022,13:54,Leg Curl,16,115,
11/29/2022,13:54,Leg Curl,12,115,
11/29/2022,13:54,Leg Curl,12,145,
11/29/2022,13:54,Leg Curl,10,145,
11/29/2022,13:54,Leg Curl,10,175,
11/29/2022,13:54,Leg Curl,10,175,
11/29/2022,13:54,Leg Curl,6,205,
11/29/2022,13:54,Leg Curl,7,205,
11/29/2022,13:16,Shoulder Shrug,20,70,
11/29/2022,13:16,Shoulder Shrug,20,70,
11/29/2022,13:16,Shoulder Shrug,20,70,
11/29/2022,13:16,Shoulder Shrug,20,110,
11/29/2022,13:16,Shoulder Shrug,20,110,
11/29/2022,13:16,Shoulder Shrug,20,110,
11/29/2022,13:16,Shoulder Shrug,15,150,
11/29/2022,13:16,Shoulder Shrug,15,150,
11/29/2022,13:16,Shoulder Shrug,15,150,
11/29/2022,13:16,Shoulder Shrug,9,180,
11/29/2022,13:16,Shoulder Shrug,10,180,
11/29/2022,13:16,Shoulder Shrug,10,180,
11/27/2022,9:43,Assisted Pull Ups,12,150,
11/27/2022,9:43,Assisted Pull Ups,9,150,
11/27/2022,9:43,Assisted Pull Ups,12,150,
11/27/2022,9:43,Assisted Pull Ups,9,150,
11/27/2022,9:43,Seated Rows,15,130,
11/27/2022,9:43,Seated Rows,15,130,
11/27/2022,9:43,Seated Rows,11,170,
11/27/2022,9:23,Shoulder Press,15,70,
11/27/2022,9:23,Shoulder Press,12,70,
11/27/2022,9:23,Shoulder Press,10,70,
11/27/2022,9:23,Shoulder Press,10,85,
11/27/2022,9:23,Shoulder Press,6,85,
11/27/2022,9:23,Shoulder Press,12,85,
11/27/2022,9:23,Shoulder Press,6,100,
11/27/2022,8:50,Biceps Curl,20,85,
11/27/2022,8:50,Biceps Curl,15,85,
11/27/2022,8:50,Biceps Curl,20,85,
11/27/2022,8:50,Biceps Curl,13,100,
11/27/2022,8:50,Biceps Curl,15,100,
11/27/2022,8:50,Biceps Curl,10,100,
11/27/2022,8:50,Biceps Curl,13,115,
11/27/2022,8:50,Biceps Curl,11,115,
11/27/2022,8:50,Biceps Curl,6,145,
11/26/2022,8:50,Leg Extension,10,70,
11/26/2022,8:50,Leg Extension,15,70,
11/26/2022,8:50,Leg Extension,30,70,
11/26/2022,8:50,Leg Extension,35,70,
11/26/2022,8:50,Leg Extension,50,70,
11/26/2022,8:42,Leg Curl,2,70,
11/26/2022,8:42,Leg Curl,18,70,
11/26/2022,8:42,Leg Curl,17,70,
11/26/2022,8:42,Leg Curl,8,85,
11/26/2022,8:42,Leg Curl,5,85,
11/26/2022,8:27,Shoulder Shrug,25,70,
11/26/2022,8:27,Shoulder Shrug,25,70,
11/26/2022,8:27,Shoulder Shrug,17,110,
11/26/2022,8:27,Shoulder Shrug,18,110,
11/26/2022,8:27,Shoulder Shrug,12,160,
11/26/2022,8:27,Shoulder Shrug,13,160,
11/26/2022,8:27,Shoulder Shrug,10,160,
11/26/2022,8:03,Triceps Extension,40,25,
11/26/2022,8:03,Triceps Extension,25,30,
11/26/2022,8:03,Triceps Extension,21,30,
11/26/2022,8:03,Triceps Extension,25,35,
11/26/2022,8:03,Triceps Extension,35,35,
11/26/2022,8:03,Triceps Extension,19,50,
11/26/2022,8:03,Triceps Extension,20,50,
11/26/2022,8:03,Triceps Extension,15,50,
11/26/2022,8:03,Triceps Extension,15,65,
11/26/2022,8:03,Triceps Extension,10,65,
11/26/2022,8:03,Triceps Extension,14,35,
11/24/2022,9:31,Standing Calf Raise,30,160,
11/24/2022,9:31,Standing Calf Raise,25,160,
11/24/2022,9:31,Standing Calf Raise,21,205,
11/24/2022,9:31,Standing Calf Raise,28,205,
11/24/2022,9:31,Standing Calf Raise,22,205,
11/24/2022,9:31,Standing Calf Raise,20,250,
11/24/2022,9:31,Standing Calf Raise,20,250,
11/24/2022,9:31,Standing Calf Raise,15,250,
11/24/2022,9:31,Standing Calf Raise,19,250,
11/24/2022,9:16,Ab Machine,8,70,
11/24/2022,9:16,Ab Machine,15,70,
11/24/2022,9:16,Ab Machine,10,70,
11/24/2022,9:03,Assisted Dip Machine,15,150,
11/24/2022,9:03,Assisted Dip Machine,12,150,
11/24/2022,9:03,Assisted Dip Machine,10,165,
11/24/2022,9:03,Assisted Dip Machine,7,165,
11/24/2022,9:03,Assisted Dip Machine,10,165,
11/24/2022,9:03,Assisted Dip Machine,10,165,
11/24/2022,9:03,Assisted Dip Machine,8,165,
11/24/2022,8:42,Shoulder Shrug,20,70,
11/24/2022,8:42,Shoulder Shrug,20,70,
11/24/2022,8:42,Shoulder Shrug,20,70,
11/24/2022,8:42,Shoulder Shrug,15,110,
11/24/2022,8:42,Shoulder Shrug,15,110,
11/24/2022,8:42,Shoulder Shrug,12,150,
11/24/2022,8:42,Shoulder Shrug,13,150,
11/24/2022,8:42,Shoulder Shrug,13,150,
11/24/2022,8:42,Shoulder Shrug,11,160,
11/24/2022,8:42,Shoulder Shrug,10,160,
11/24/2022,8:38,Flyes,11,85,
11/24/2022,8:38,Flyes,10,85,
11/24/2022,8:38,Flyes,11,85,
11/24/2022,8:38,Flyes,6,115,
11/24/2022,8:38,Flyes,11,100,
11/24/2022,8:38,Flyes,8,100,
11/24/2022,8:38,Flyes,8,100,
11/23/2022,10:20,Assisted Pull Ups,10,150,
11/23/2022,10:20,Assisted Pull Ups,7,150,
11/23/2022,10:20,Assisted Pull Ups,7,150,
11/23/2022,10:20,Assisted Pull Ups,12,150,
11/23/2022,10:07,Biceps Curl,20,85,
11/23/2022,10:07,Biceps Curl,20,85,
11/23/2022,10:07,Biceps Curl,13,85,
11/23/2022,10:07,Biceps Curl,12,115,
11/23/2022,10:07,Biceps Curl,10,115,
11/23/2022,10:07,Biceps Curl,9,115,
11/23/2022,10:07,Biceps Curl,8,145,
11/23/2022,10:07,Biceps Curl,6,145,
11/23/2022,10:07,Biceps Curl,14,85,
11/23/2022,10:07,Biceps Curl,10,85,
11/23/2022,10:07,Biceps Curl,12,85,
11/23/2022,10:07,Biceps Curl,13,85,
